,user,job_name,node_id,count,mean_core
314,a08tra79,STDIN,35,5,3.745355339665513
315,a08tra80,STDIN,35,4,4.0847730294961755
316,a08tra81,STDIN,35,2,5.924190817220207
317,a08tra81,STDIN,37,1,2.2934840627724324
318,a08tra83,STDIN,3,1,3.043400516084412
319,a08tra83,STDIN,35,1,4.361506717283163
320,a08tra83,STDIN,37,1,2.4729023214989403
321,a08tra84,STDIN,4,1,3.900348910557916
322,a08tra84,STDIN,35,5,4.75932206803314
323,a08tra86,STDIN,35,1,3.2202905083565923
324,aalbinat,g09,17,2,33.61033171193968
325,aalbinat,g09,23,1,17.889063646094908
326,aalbinat,g09,35,1,30.733111251740432
327,aalbinat,g09,36,1,37.18798352627838
328,aalbinat,g09,38,3,34.88811461460183
329,aalbinat,g09,44,2,31.69647832310355
330,aalbinat,g09,46,1,32.71550440380915
331,aalbinat,g09,50,2,35.20596043946253
332,aalbinat,g09,55,1,35.21657047587166
333,aalbinat,g09,63,1,34.01190582864022
334,aalbinat,g09,64,1,35.402474528751775
335,aambrose,input.job,3,14,14.874708923175755
336,aambrose,input.job,4,21,15.16097968194979
337,aambrose,input.job,5,8,16.100169202975483
338,aambrose,input.job,6,18,12.998167548972354
339,aambrose,input.job,7,20,14.499782941772684
340,aambrose,input.job,8,12,14.970381175682611
341,aambrose,input.job,9,9,15.35515123916705
342,aambrose,input.job,10,14,13.921530796913432
343,aambrose,input.job,11,13,14.131792736969139
344,aambrose,input.job,12,6,17.225013528967743
345,aambrose,input.job,13,23,13.78465948233045
346,aambrose,input.job,14,3,12.362899941185454
347,aambrose,input.job,15,6,13.926961008942515
348,aambrose,input.job,16,12,14.671805927922337
349,aambrose,input.job,17,15,18.434065134043866
350,aambrose,input.job,18,13,13.801642866878533
351,aambrose,input.job,19,17,14.463117069309616
352,aambrose,input.job,20,25,14.99137555710406
353,aambrose,input.job,21,30,14.019291970601175
354,aambrose,input.job,23,20,14.585540472237401
355,aambrose,input.job,24,16,14.924788229069968
356,aambrose,input.job,25,28,13.404405544859772
357,aambrose,input.job,26,11,13.157620324187492
358,aambrose,input.job,27,21,14.060321668989726
359,aambrose,input.job,28,18,13.453623173209301
360,aambrose,input.job,29,12,14.477518894442099
361,aambrose,input.job,30,25,14.210320489387145
362,aambrose,input.job,31,11,13.056084675656546
363,aambrose,input.job,32,4,13.5038854003137
364,aambrose,input.job,35,1,46.445273091265555
365,aambrose,input.job,36,6,31.69090104761777
366,aambrose,input.job,37,6,39.514719889129985
367,aambrose,input.job,38,7,37.367373688473705
368,aambrose,input.job,40,8,32.28158202572475
369,aambrose,input.job,42,7,36.11454690718198
370,aambrose,input.job,44,10,32.030584259459786
371,aambrose,input.job,45,11,33.04607212716733
372,aambrose,input.job,46,7,32.58561369435877
373,aambrose,input.job,47,3,29.763892003838112
374,aambrose,input.job,48,4,35.80998392279292
375,aambrose,input.job,49,3,37.734232043419645
376,aambrose,input.job,50,5,33.027413755311535
377,aambrose,input.job,51,7,32.476730290041054
378,aambrose,input.job,52,1,34.506491311873006
379,aambrose,input.job,54,1,26.294144486002
380,aambrose,input.job,55,2,33.117400432334605
381,aambrose,input.job,56,7,30.735501876942585
382,aambrose,input.job,57,4,24.006092805780227
383,aambrose,input.job,58,4,28.869485197901927
384,aambrose,input.job,59,4,39.594476715648895
385,aambrose,input.job,60,1,22.91139233618092
386,aambrose,input.job,61,3,36.63624411317185
387,aambrose,input.job,62,2,20.092620570812425
388,aambrose,input.job,63,2,31.383387749085976
389,aambrose,input.job,64,5,25.8802144533666
390,aambrose,inputveloce.job,7,1,13.716778388426778
391,aambrose,inputveloce.job,8,1,13.716778388426778
392,aamicare,AArun1,1,2,15.325514726132301
393,aamicare,AArun1,55,1,24.552771386670297
394,aamicare,AArun1,64,1,27.363960808709926
396,aamicare,AArun3,55,1,22.625622913241415
397,aamicare,AArun5,55,1,27.885377629460645
398,aamicare,AArun5,64,1,27.802535471510133
400,aamicare,AArun7,64,1,27.93092732382606
401,aamicare,AArun8,45,1,29.07726616222497
402,aamicare,AArun8,55,1,27.86458096882328
403,abiancar,job,6,1,14.859292481491282
404,abiancar,jobname,5,1,14.522249281842134
405,abiancar,jobname,10,1,12.534675250988679
406,abiancar,new-1,25,1,24.02796650473733
407,abiancar,new-1,33,1,57.34098811021989
408,abiancar,new-1,37,1,49.63998880945149
409,abiancar,new-39-grimm,10,1,11.669059926186776
410,abiancar,new-39-grimm,34,1,30.52767215254519
411,abiancar,qmmm,5,1,19.975656400374113
412,abiancar,qmmm,33,7,17.194348716827214
413,abiancar,qmmm,34,1,21.291881151435792
414,abiancar,qmmm,35,2,36.7097270006752
415,abiancar,qmmm,36,3,25.60187601666855
416,abiancar,qmmm,45,2,32.06942909519845
417,abianchi,script_106_120,44,1,44.37533194500507
418,abianchi,script_106_120,64,1,47.80640693903846
419,abianchi,script_121_135,6,1,10.71051925925163
420,abianchi,script_121_135,44,1,44.382508973106745
421,abianchi,script_136_150,6,1,10.709617350293733
422,abianchi,script_136_150,61,1,25.214839297985463
423,abianchi,script_151_165,6,1,10.684970556803936
424,abianchi,script_151_165,61,1,25.231962045848718
425,abianchi,script_166_180,35,1,60.63305877690085
426,abianchi,script_166_180,61,1,25.244669847277212
427,abianchi,script_16_30,40,1,73.57882307472387
428,abianchi,script_16_30,45,1,57.164992706567155
429,abianchi,script_181_195,35,1,45.62613849297554
430,abianchi,script_196_210,46,1,53.67215729212523
431,abianchi,script_1_15,35,1,83.52567131579691
432,abianchi,script_1_15,60,1,42.353316426419674
433,abianchi,script_211_225,46,1,53.72336981459731
434,abianchi,script_226_240,4,1,46.18812768803152
435,abianchi,script_226_240,23,1,15.252421228847485
436,abianchi,script_241_255,4,1,46.18812768803152
437,abianchi,script_241_255,23,1,15.25947564445351
438,abianchi,script_256_270,4,1,45.40025132383447
439,abianchi,script_256_270,23,1,15.257696148910787
440,abianchi,script_271_285,30,1,24.34054454797653
441,abianchi,script_271_285,49,1,78.73181381734005
442,abianchi,script_286_300,30,1,24.34054454797653
443,abianchi,script_286_300,42,1,53.26242033443986
444,abianchi,script_301_315,30,1,24.34054454797653
445,abianchi,script_301_315,42,1,53.32104260262325
446,abianchi,script_316_330,7,1,26.63524110793829
447,abianchi,script_31_45,45,1,50.97053087142201
448,abianchi,script_31_45,46,1,73.10616393427497
449,abianchi,script_331_345,7,1,26.536445683349534
450,abianchi,script_346_360,10,1,15.340388434486409
451,abianchi,script_346_360,55,1,36.47066942212112
452,abianchi,script_361_375,10,1,15.329199184628628
453,abianchi,script_361_375,55,1,36.464295300847006
454,abianchi,script_376_390,10,1,15.336593882333348
455,abianchi,script_376_390,55,1,36.47066942212112
456,abianchi,script_391_405,28,1,15.009881667099307
457,abianchi,script_391_405,55,1,36.552949992488884
458,abianchi,script_406_420,28,1,15.013457947224026
459,abianchi,script_406_420,64,1,36.57204448915836
460,abianchi,script_421_435,28,1,15.008057365261516
461,abianchi,script_421_435,64,1,36.57204448915836
462,abianchi,script_436_450,45,1,57.42863601407267
463,abianchi,script_436_450,64,1,36.59808713632383
464,abianchi,script_451_465,20,1,15.069590760696018
465,abianchi,script_451_465,64,1,36.56383951383336
466,abianchi,script_466_480,20,1,15.083120957587495
467,abianchi,script_46_60,45,1,50.93124423872944
468,abianchi,script_46_60,46,1,73.13865712249405
469,abianchi,script_481_500,18,1,22.552489661015574
470,abianchi,script_481_500,20,1,15.071668084642036
471,abianchi,script_61_75,48,1,63.77685234816078
472,abianchi,script_61_75,55,1,43.30967181815668
473,abianchi,script_76_90,27,1,43.060752995871674
474,abianchi,script_76_90,55,1,43.280024774644815
475,abianchi,script_91_105,55,1,50.19923780132283
476,abianchi,script_91_105,64,1,47.874177005888434
477,abianchi,script_select,38,1,50.18370881910908
478,abianchi,select_n2,38,1,33.755446399785015
479,abianchi,sim_n1_151_225,26,1,13.544652255019779
480,abianchi,sim_n1_151_250,40,1,33.28323440126449
481,abianchi,sim_n1_1_50,45,1,45.830686386254435
482,abianchi,sim_n1_1_50,55,1,85.70189621767864
483,abianchi,sim_n1_1_75,26,1,14.308568040699225
484,abianchi,sim_n1_226_300,44,1,87.03127298530269
485,abianchi,sim_n1_251_350,49,1,55.506425620779325
486,abianchi,sim_n1_251_350,55,1,76.31391737267589
487,abianchi,sim_n1_301_375,44,1,85.92972053697291
488,abianchi,sim_n1_351_450,47,1,116.7362562619538
489,abianchi,sim_n1_376_450,44,1,72.6623948153314
490,abianchi,sim_n1_451_500,6,1,19.765801184381967
491,abianchi,sim_n1_451_500,44,1,75.95304860946571
492,abianchi,sim_n1_451_500,64,1,31.194543545619048
493,abianchi,sim_n1_51_150,35,1,43.75397082852129
494,abianchi,sim_n1_51_150,40,1,29.70740285381246
495,abianchi,sim_n1_51_150,56,1,86.34767349588863
496,abianchi,sim_n1_76_150,26,1,14.240435719919386
497,abianchi,sim_n2_101_150,10,1,13.834720825909526
498,abianchi,sim_n2_151_200,10,1,13.869334102665885
499,abianchi,sim_n2_1_50,55,1,101.76449547523777
500,abianchi,sim_n2_201_250,4,1,16.310483667358564
501,abianchi,sim_n2_251_300,4,1,16.403696456136352
502,abianchi,sim_n2_301_350,8,1,16.663411006017064
503,abianchi,sim_n2_351_400,8,1,16.590098615973538
504,abianchi,sim_n2_401_450,11,1,21.45831355801252
505,abianchi,sim_n2_451_500,11,1,20.386016837692974
506,abianchi,sim_n2_51_100,10,1,13.84779463647678
507,abianchi,sim_n3_151_225,28,1,37.568265238981645
508,abianchi,sim_n3_151_225,44,1,38.69792060710507
509,abianchi,sim_n3_151_225,49,1,55.442921538897714
510,abianchi,sim_n3_151_225,64,1,188.60131058178482
511,abianchi,sim_n3_1_75,6,1,18.884021151089183
512,abianchi,sim_n3_1_75,29,1,28.67356413083062
513,abianchi,sim_n3_1_75,38,1,44.52908793795215
514,abianchi,sim_n3_1_75,45,1,83.9710654676155
515,abianchi,sim_n3_201_300,64,1,33.4089666393839
516,abianchi,sim_n3_226_300,44,1,38.70397082833559
517,abianchi,sim_n3_226_300,45,1,111.07637981925932
518,abianchi,sim_n3_226_300,55,1,32.9492347190272
519,abianchi,sim_n3_226_300,64,1,91.60188415544305
520,abianchi,sim_n3_301_375,17,1,221.95240400359768
521,abianchi,sim_n3_301_375,31,1,28.825409278112073
522,abianchi,sim_n3_301_375,44,1,38.70651168624164
523,abianchi,sim_n3_301_375,55,1,32.93973471637934
524,abianchi,sim_n3_376_450,21,1,27.29468070975074
525,abianchi,sim_n3_376_450,31,1,28.825409278112073
