0,framondo,CPMD,16,9,16,213.90723480321014
1,vcalzia0,7ribb-relax,96,9,16,1232.7223322824611
2,vcalzia0,7ribb-relax,96,28,16,1232.7223322824611
3,vcalzia0,7ribb-relax,96,25,16,1232.7223322824611
4,vcalzia0,7ribb-relax,96,19,16,1232.7223322824611
5,vcalzia0,7ribb-relax,96,26,16,1232.7223322824611
6,vcalzia0,7ribb-relax,96,29,16,1232.7223322824611
7,alupi000,rth2e6t0DC,16,27,16,204.15434323604214
8,a07smr01,INIT,1,35,1,4.619396243068488
9,a07smr01,LM_PRE,176,36,16,3437.5974350449846
10,a07smr01,LM_PRE,176,38,16,3437.5974350449846
11,a07smr01,LM_PRE,176,40,16,3437.5974350449846
12,a07smr01,LM_PRE,176,42,16,3437.5974350449846
13,a07smr01,LM_PRE,176,50,16,3437.5974350449846
14,a07smr01,LM_PRE,176,56,16,3437.5974350449846
15,a07smr01,LM_PRE,176,59,16,3437.5974350449846
16,a07smr01,LM_PRE,176,61,16,3437.5974350449846
17,a07smr01,LM_PRE,176,62,16,3437.5974350449846
18,a07smr01,LM_PRE,176,63,16,3437.5974350449846
19,a07smr01,LM_PRE,176,54,16,3437.5974350449846
20,a07smr01,LM7_OPE,176,36,16,1584.1505392057861
21,a07smr01,LM7_OPE,176,38,16,1584.1505392057861
22,a07smr01,LM7_OPE,176,40,16,1584.1505392057861
23,a07smr01,LM7_OPE,176,42,16,1584.1505392057861
225,asaetti0,run241.sh,1,34,1,49.01176675736576
226,asaetti0,run242.sh,1,34,1,49.03133254469238
227,asaetti0,run243.sh,1,34,1,49.3112627743005
228,asaetti0,run244.sh,1,37,1,23.87372451785385
229,asaetti0,run245.sh,1,44,1,51.989611186564865
230,asaetti0,run247.sh,1,37,1,23.88507437442345
231,asaetti0,run248.sh,1,46,1,28.33146923048881
232,asaetti0,run249.sh,1,45,1,29.658630531534534
233,asaetti0,run250.sh,1,48,1,28.41695301850699
234,asaetti0,run251.sh,1,48,1,35.90177380414286
235,asaetti0,run252.sh,1,49,1,65.67036733226375
236,asaetti0,run253.sh,1,46,1,28.325967654287552
237,asaetti0,run254.sh,1,49,1,65.70166054419417
238,asaetti0,run255.sh,1,49,1,67.53242170748331
239,asaetti0,run256.sh,1,64,1,27.839568144017424
240,asaetti0,run258.sh,1,60,1,28.93851981602873
241,asaetti0,run260.sh,1,64,1,27.83409945269821
242,asaetti0,run261.sh,1,48,1,37.478861821657325
243,asaetti0,run262.sh,1,48,1,37.478861821657325
244,asaetti0,run263.sh,1,54,1,32.1408322605852
245,asaetti0,run264.sh,1,60,1,29.090436062794925
246,asaetti0,run265.sh,1,54,1,32.23537544581465
247,asaetti0,run266.sh,1,63,1,23.80694102952961
248,asaetti0,run269.sh,1,63,1,23.805879481023396
249,asaetti0,run270.sh,1,44,1,54.12662602670518
250,asaetti0,run271.sh,1,45,1,30.19240739472673
251,asaetti0,run272.sh,1,35,1,58.39216363252511
252,asaetti0,run273.sh,1,35,1,71.86686546479646
253,asaetti0,run274.sh,1,35,1,57.34138708046725
254,asaetti0,run275.sh,1,36,1,51.118924015284605
255,asaetti0,run276.sh,1,36,1,53.20058486921857
256,asaetti0,run277.sh,1,36,1,48.54988705639838
257,asaetti0,run278.sh,1,38,1,115.88526232361076
258,asaetti0,run280.sh,1,38,1,113.82377399456641
259,asaetti0,run281.sh,1,40,1,46.616773077825755
260,asaetti0,run282.sh,1,40,1,45.84971989155105
261,asaetti0,run283.sh,1,40,1,56.99689919109803
262,asaetti0,run284.sh,1,55,1,33.24326453438305
263,asaetti0,run285.sh,1,55,1,29.552021976686397
264,asaetti0,run286.sh,1,55,1,16.113277347020958
265,asaetti0,run287.sh,1,55,1,30.261241037704142
266,asaetti0,run288.sh,1,55,1,30.45799019998405
267,asaetti0,run289.sh,1,55,1,30.387494981734328
268,asaetti0,run290.sh,1,55,1,29.349627318167816
269,asaetti0,run292.sh,1,55,1,16.113277347020958
270,asaetti0,run293.sh,1,55,1,16.113277347020958
271,asaetti0,run294.sh,1,55,1,30.823954251190816
272,asaetti0,run295.sh,1,33,1,48.535137475801704
273,asaetti0,run296.sh,1,33,1,47.410514144056386
274,asaetti0,run297.sh,1,55,1,32.31764431351278
275,asaetti0,run299.sh,1,46,1,26.073172823409084
276,asaetti0,run300.sh,1,46,1,26.73181287742652
277,mschroec,STDIN,1,33,1,37.105447751773326
278,mpividor,h2oquench,64,37,16,230.940459585185
279,mpividor,h2oquench,64,40,16,230.940459585185
280,mpividor,h2oquench,64,56,16,230.940459585185
281,mpividor,h2oquench,64,64,16,230.940459585185
282,dcrivell,abq_parallel,8,45,8,131.08142530142888
